20.124794,120.045284
20.183184,120.075545
26.796294,258.413119
27.397081,257.884169
26.741869,257.995388
26.536718,258.918791
26.620009,259.005824
26.674914,259.331135
27.036432,260.124704
26.876646,259.785122
26.513102,259.309289
26.694173,259.708146
26.998709,260.353820
26.810994,259.979539
27.128037,261.078500
26.739860,260.081165
26.878824,260.705970
27.029489,261.469210
27.105821,261.634051
26.941957,261.144688
25.256601,257.068090
27.016178,261.137104
27.024817,261.158034
23.341178,185.461848
23.138719,182.177679
23.450102,182.534766
22.727238,180.235858
23.078358,178.495132
23.368002,177.987677
23.554900,177.125052
23.522225,177.674693
23.318300,177.186750
23.385283,176.969013
23.211369,176.997534
23.035637,176.521421
23.215293,175.004231
23.020574,175.744235
23.080494,174.363128
23.002553,174.955067
23.313372,174.235490
23.349775,173.432323
23.380924,170.257753
23.494369,170.135025
23.455387,168.079025
23.248351,168.763513
23.681571,167.423938
23.247221,166.655070
22.922082,167.701153
23.429165,165.992415
22.799739,165.773972
23.044254,165.376438
22.515743,166.592340
22.578362,164.573796
22.334756,164.649915
22.172977,164.350809
22.487896,162.962203
22.335257,162.986866
22.288510,163.527508
22.449407,162.970265
22.387184,162.771301
22.505695,163.344863
22.786214,162.871456
22.809089,163.014315
22.770960,163.967694
22.729179,166.714965
22.402650,167.547337
22.959647,164.728856
22.111008,167.565041
22.383806,167.290363
22.616130,166.777695
22.266621,166.588362
21.731889,168.011966
22.011916,167.157526
21.732951,166.896439
21.608441,167.218372
21.499285,167.609903
21.658829,166.817509
21.595089,167.226258
21.680685,166.652067
21.795866,167.171118
21.848462,166.557821
21.900479,166.131123
21.726413,167.436712
22.148751,166.688767
21.970681,167.028785
21.700167,166.610266
22.059524,166.149274
21.832253,166.560388
21.935407,165.810631
21.904497,165.899173
21.955687,165.781957
22.179595,164.609170
22.122607,164.868688
22.078280,165.127685
21.994804,164.672123
22.275061,164.063742
22.169095,163.885400
22.211275,164.166138
22.383277,162.631680
22.356599,163.264434
22.311977,162.438467
22.404859,162.833841
22.198761,162.018974
22.168509,162.060795
21.945169,161.802226
21.735118,161.281254
21.563854,160.882740
21.685099,161.078752
21.606705,160.921600
21.321108,159.106269
21.401256,160.280194
21.336804,159.891129
21.316609,158.423837
21.089649,159.325775
20.905144,159.945518
20.939781,160.281275
21.748192,158.728406
21.330144,159.333141
21.694553,160.145622
21.375739,160.234157
22.140953,160.107421
22.432059,160.766935
22.190346,160.877652
21.889222,161.105729
22.530484,163.262337
22.162033,161.361914
22.372793,161.931123
22.785666,165.357203
22.254975,164.030177
22.499240,164.815501
22.856671,164.186654
23.074227,164.259260
23.294732,164.974620
23.388095,164.671846
23.346430,163.867188
23.364352,165.346790
23.465947,164.551842
23.401191,164.518091
23.483422,164.408587
23.521458,164.694053
23.638203,163.509942
23.561405,164.321878
23.475204,164.573847
23.483228,163.691583
23.680426,162.593549
23.314637,165.046804
23.526045,163.718052
23.746255,162.464516
23.313142,165.195898
23.621939,163.885080
23.935693,162.948435
23.379021,165.617037
23.953736,166.910504
23.539128,165.394675
24.165989,171.379008
24.195545,170.775050
24.070026,170.041061
23.408664,170.500819
23.853769,170.500441
24.229087,170.801217
23.103386,170.833261
23.504720,170.615610
23.930353,170.372298
23.018412,170.862121
23.194998,170.174194
23.417336,169.755224
23.170311,170.184345
23.114088,171.044222
23.310711,169.410979
23.276550,171.034314
23.459789,169.326837
23.351976,170.190739
23.397124,170.112296
23.550790,169.681766
23.474555,170.000012
23.662124,169.334446
23.761696,169.656947
24.855008,167.469382
24.892390,167.837383
24.906960,167.581775
25.159820,167.967306
25.291287,167.986980
25.042591,167.941202
25.602992,168.880184
25.439442,168.528441
25.257882,168.084966
25.628778,169.522063
25.899490,169.494713
25.447054,169.311945
25.677494,169.632702
26.007612,169.138341
26.250381,168.959953
27.332305,169.593054
26.652639,169.490950
26.167232,169.270655
27.663656,169.802670
24.609785,165.452257
24.834762,166.140427
25.035474,166.308412
25.002440,166.224654
25.015199,166.140532
25.073321,166.285552
25.059624,166.348107
25.056103,166.369950
25.192104,166.128480
25.222067,166.078199
25.220349,166.122454
25.204360,165.913406
25.174171,165.883461
25.164732,165.711395
25.240850,165.539418
25.139833,165.430631
25.280450,165.428624
25.133503,165.584927
25.240678,165.388077
25.190440,165.452830
25.109882,165.261207
25.056267,165.281408
25.181689,165.212494
25.002113,165.042312
25.112807,165.111266
24.942449,165.131651
24.992736,165.049649
24.926008,164.904545
24.949214,164.934676
24.909894,165.095686
24.886761,165.019485
24.903594,165.224463
24.835916,164.977603
24.767556,164.921891
24.721938,164.802202
24.519313,164.018401
24.595573,164.590383
24.621820,165.059468
24.491603,164.303947
24.553776,164.793251
23.931267,163.735518
23.603880,164.104107
23.810737,164.788370
23.505489,163.451897
23.310696,163.565839
23.416656,164.323409
23.651190,164.943245
23.121380,163.722435
23.317618,165.127334
23.194677,164.341114
23.122201,164.455516
23.044199,163.873943
22.840625,163.593959
22.325527,164.891018
22.780731,164.741169
22.426690,164.806140
22.346959,165.387820
22.343832,165.626468
22.316734,165.235652
22.388200,166.050236
22.340422,165.817693
22.437872,166.201961
22.507267,166.454736
22.413728,166.371819
22.306446,166.317574
